hour,eoa,otherContract,stabilityPool,uniswapV2,uniswapV3,curve,d4
2021-04-06T17:00:00+00:00,1866315.832200018989933979000000000000000000,133095.935634092088873219000000000000000000,190840432.940044711882084483000000000000000000,25154542.22112117705011469200,0,20000.000000000000,0
2021-04-06T18:00:00+00:00,1564755.272840581793988579000000000000000000,147808.977757072618142719000000000000000000,195028888.587718268225589483000000000000000000,25667434.09068407737230549200,0,20000.000000000000,0
2021-04-06T19:00:00+00:00,1592322.679622137996461979000000000000000000,134722.281177001737086919000000000000000000,194466635.435976720709364283000000000000000000,26774416.53222413956753099200,0,20000.000000000000,0
2021-04-06T20:00:00+00:00,1464768.531027071425585079000000000000000000,98867.596506676618446819000000000000000000,192710918.164068138370199383000000000000000000,29478542.63739811359536709200,0,20000.000000000000,0
2021-04-06T21:00:00+00:00,1205624.073391061463047779000000000000000000,84315.572003340755066719000000000000000000,192004791.555476502701532783000000000000000000,30785965.72812909509026459200,0,20000.000000000000,0
2021-04-06T22:00:00+00:00,1192374.018099040832309779000000000000000000,79046.233398534918913619000000000000000000,192021444.633961006578342383000000000000000000,30797832.04354141768034609200,0,20000.000000000000,0
2021-04-06T23:00:00+00:00,1221350.367376410847112779000000000000000000,74447.844154588055887419000000000000000000,191910262.941164732832804683000000000000000000,30990635.77630426827496769200,0,20000.000000000000,0
2021-04-07T00:00:00+00:00,1256457.715328224050660836000000000000000000,76163.787116903417412862000000000000000000,192035244.469482941110026483000000000000000000,31172330.95707193143306539200,0,20000.000000000000,0
2021-04-07T01:00:00+00:00,9208223.214453806921242181000000000000000000,116205.225596474775541762000000000000000000,191743462.878300728862052938000000000000000000,33644810.61064898945197049200,0,20000.000000000000,0
2021-04-07T02:00:00+00:00,1511568.501326616927676038000000000000000000,108518.730670682321673205000000000000000000,199763250.337421213329902438000000000000000000,33553364.35958148743208309200,0,20000.000000000000,0
2021-04-07T03:00:00+00:00,1344301.021526344740763338000000000000000000,107326.899999905920913505000000000000000000,199832469.065069690939354338000000000000000000,35457604.94240405840989569200,0,20000.000000000000,0
2021-04-07T04:00:00+00:00,2662735.647494992372627645000000000000000000,101480.999633251617003498000000000000000000,197494771.356090202639373338000000000000000000,35362009.92578155338259899200,0,20000.000000000000,0
2021-04-07T05:00:00+00:00,1247181.151727770483802045000000000000000000,95303.221622079417821198000000000000000000,198703808.759965732204558638000000000000000000,35330624.79568441790600869200,0,20000.000000000000,0
2021-04-07T06:00:00+00:00,848282.944055465709110445000000000000000000,107241.448211938238658398000000000000000000,202721775.506344860310453938000000000000000000,36148373.03038773575483339200,0,20000.000000000000,0
2021-04-07T07:00:00+00:00,1013304.641197685699333445000000000000000000,106120.605696178773792498000000000000000000,199532867.792837991863101338000000000000000000,36053379.88926814367597819200,0,20000.000000000000,0
2021-04-07T08:00:00+00:00,1017141.748904597359557345000000000000000000,108403.252503759104295598000000000000000000,199614140.420485517669296138000000000000000000,36668987.50710612587911119200,0,20000.000000000000,0
2021-04-07T09:00:00+00:00,872502.757963603386957645000000000000000000,109936.617798394931258898000000000000000000,200003283.483447308128521138000000000000000000,37298900.06979069356435829200,0,20000.000000000000,0
2021-04-07T10:00:00+00:00,885722.671957395603300178000000000000000000,101029.581131102094834412000000000000000000,201533443.293731659218208138000000000000000000,36916627.38217984309486279200,0,20000.000000000000,0
2021-04-07T11:00:00+00:00,852337.617889636560710778000000000000000000,96795.850010344258308712000000000000000000,203485028.218686347073643838000000000000000000,35208021.44241367211727359200,0,20000.000000000000,0
2021-04-07T12:00:00+00:00,955559.791322591524183378000000000000000000,91840.868191346001382012000000000000000000,203797717.116881375427684738000000000000000000,35113182.35260468705751759200,0,20000.000000000000,0
2021-04-07T13:00:00+00:00,3720325.925322957499177778000000000000000000,91304.408111280340476112000000000000000000,200361806.861307916516461638000000000000000000,35309383.47425784565509009200,0,20000.000000000000,0
2021-04-07T14:00:00+00:00,3805511.491550357883171499000000000000000000,89303.382011570050729891000000000000000000,199172153.054291583712574438000000000000000000,36462852.74114648836431189200,0,20000.000000000000,0
2021-04-07T15:00:00+00:00,4064923.494117904398529399000000000000000000,92638.108223838502151191000000000000000000,200514222.288075565228952538000000000000000000,36059536.77858269188139339200,0,20000.000000000000,0
2021-04-07T16:00:00+00:00,4688610.039675614736830999000000000000000000,102573.247227830527108191000000000000000000,201948432.429189031497933738000000000000000000,36308787.95290752324915359200,0,20000.000000000000,0
2021-04-07T17:00:00+00:00,5329668.735736602422163299000000000000000000,121890.353542906330914791000000000000000000,202121980.667434084024803738000000000000000000,36721309.09128640723300049200,0,20000.000000000000,0
2021-04-07T18:00:00+00:00,4874931.714220676300686524000000000000000000,118802.003926999087909091000000000000000000,201505035.962099119164047913000000000000000000,36296962.17775320545813929200,0,20000.000000000000,0
2021-04-07T19:00:00+00:00,4237359.147042463370546524000000000000000000,116497.146271711246198691000000000000000000,201092804.169730418645753013000000000000000000,37094312.29495540674810549200,0,20000.000000000000,0
2021-04-07T20:00:00+00:00,4328919.194720665715166524000000000000000000,108229.383824728049776891000000000000000000,201024787.061029620934963813000000000000000000,37107037.11842498531024379200,0,20000.000000000000,0
2021-04-07T21:00:00+00:00,3850560.220664616375345820000000000000000000,105981.025344928075648895000000000000000000,199869911.187366940561059413000000000000000000,37599470.32462351499783819200,0,20000.000000000000,0
2021-04-07T22:00:00+00:00,3828473.148297820062323850000000000000000000,103485.155101634166875065000000000000000000,200182331.474446264876057713000000000000000000,37331632.98015428090489439200,0,20000.000000000000,0
2021-04-07T23:00:00+00:00,3877546.476409644622895450000000000000000000,111864.097461943169081565000000000000000000,200591642.481004669393477213000000000000000000,39681069.77312374282468689200,0,20000.000000000000,0
2021-04-08T00:00:00+00:00,4486106.432171494651968550000000000000000000,110878.781596253114493365000000000000000000,202416908.479894050121653713000000000000000000,38004929.13433820212220459200,0,20000.000000000000,0
2021-04-08T01:00:00+00:00,3966798.284534811959370940000000000000000000,100596.321920653800578775000000000000000000,203302563.683205613362117313000000000000000000,37933641.53833892088800439200,0,20000.000000000000,0
2021-04-08T02:00:00+00:00,3976458.490928845322708840000000000000000000,95233.958621479802429575000000000000000000,203297810.569438674959306313000000000000000000,37965622.80901099992556699200,0,20000.000000000000,0
2021-04-08T03:00:00+00:00,4110354.979079999888171938000000000000000000,106537.179630828837224677000000000000000000,204550410.300299427541714813000000000000000000,39280033.87898974374459189200,0,20000.000000000000,0
2021-04-08T04:00:00+00:00,4205976.393264712044447338000000000000000000,105127.509929360150218777000000000000000000,204321462.987082369057066613000000000000000000,39524769.44772355875988099200,0,20000.000000000000,0
2021-04-08T05:00:00+00:00,3888795.786416334372765287000000000000000000,95427.568849403893668828000000000000000000,204270141.549389399901535313000000000000000000,39507531.43334486184304229200,0,20000.000000000000,0
2021-04-08T06:00:00+00:00,3861886.155113814460278687000000000000000000,91820.067853810650150428000000000000000000,204311993.457765153987520413000000000000000000,39627046.65726722091333589200,0,20000.000000000000,0
2021-04-08T07:00:00+00:00,3922892.285828009502491887000000000000000000,93231.359784386859988828000000000000000000,204617765.067124503885159813000000000000000000,39771857.62526309976433649200,0,20000.000000000000,0
2021-04-08T08:00:00+00:00,3766627.500056828909167087000000000000000000,92140.868246459427236128000000000000000000,204818725.364371005527631913000000000000000000,39772480.10532570614832499200,0,20000.000000000000,0
2021-04-08T09:00:00+00:00,3853102.608641819067859422000000000000000000,106411.245877952235456693000000000000000000,201980871.743386572199242313000000000000000000,46046788.24009365650993599200,0,20000.000000000000,0
2021-04-08T10:00:00+00:00,3735014.944587160275861322000000000000000000,101456.823199922700140693000000000000000000,202158852.732668574509232913000000000000000000,46153599.33754434252673209200,0,20000.000000000000,0
2021-04-08T11:00:00+00:00,3759252.389221741721484422000000000000000000,100594.688088247917478193000000000000000000,202173064.690503128467302213000000000000000000,46023267.07018688190573209200,0,20000.000000000000,0
2021-04-08T12:00:00+00:00,3759264.010366306216200122000000000000000000,101353.310991338951497693000000000000000000,202084979.195970371241144313000000000000000000,46218582.32067198360326919200,0,20000.000000000000,0
2021-04-08T13:00:00+00:00,3882600.767649380812356421000000000000000000,98761.256942047491164094000000000000000000,202168993.747660080069688013000000000000000000,46148823.06574849163871379200,0,20000.000000000000,0
2021-04-08T14:00:00+00:00,3755259.670222590935176921000000000000000000,95642.806884380745957794000000000000000000,201458459.854426493307667013000000000000000000,46597316.50646653502302599200,0,20000.000000000000,0
2021-04-08T15:00:00+00:00,3988071.804960742124331821000000000000000000,94720.219116898730281094000000000000000000,201092094.195345442845442113000000000000000000,46768792.61857691631151899200,0,20000.000000000000,0
2021-04-08T16:00:00+00:00,3848355.120257042921466521000000000000000000,96427.959183367894698694000000000000000000,201712826.451405196486125413000000000000000000,46886923.43715439270882569200,0,20000.000000000000,0
2021-04-08T17:00:00+00:00,3757644.563031734966803263000000000000000000,95498.009842785011383552000000000000000000,201494721.290879887986783713000000000000000000,46943719.10424559204614579200,0,20000.000000000000,0
2021-04-08T18:00:00+00:00,3740433.755605778983516563000000000000000000,98189.676667607237077852000000000000000000,201673683.444238381257926413000000000000000000,47533276.09148823253280449200,0,20000.000000000000,0
2021-04-08T19:00:00+00:00,3889905.115895623284317663000000000000000000,97192.288671777668293952000000000000000000,201633937.020778202260987713000000000000000000,47367548.54265439679772599200,0,20000.000000000000,0
2021-04-08T20:00:00+00:00,3781324.076700297498456963000000000000000000,89541.530126533610190452000000000000000000,202092161.955600269354558813000000000000000000,46996755.40557289954772599200,0,20000.000000000000,0
2021-04-08T21:00:00+00:00,3703566.596016583610743963000000000000000000,86221.067457664308976852000000000000000000,202193735.565879529505685613000000000000000000,46997941.73864622258517749200,0,20000.000000000000,0
2021-04-08T22:00:00+00:00,3797993.276456456767875357000000000000000000,84766.827712360867007158000000000000000000,202177648.451964305167463613000000000000000000,46936556.41186687720867559200,0,20000.000000000000,0
2021-04-08T23:00:00+00:00,3755318.123810904302390057000000000000000000,110860.495076788118308458000000000000000000,207885654.814720529063784313000000000000000000,47103431.53439177852656869200,0,20000.000000000000,0
2021-04-09T00:00:00+00:00,3734587.278506084415687470000000000000000000,110093.469428478429714445000000000000000000,207916396.433590272878039713000000000000000000,47072187.78647516428760989200,0,20000.000000000000,0
2021-04-09T01:00:00+00:00,3692460.638019933268200870000000000000000000,104032.405751339403189445000000000000000000,206415578.606875015331039713000000000000000000,47071193.31735371200862149200,0,20000.000000000000,0
2021-04-09T02:00:00+00:00,3928370.138602902873638770000000000000000000,102050.937279299197733245000000000000000000,206601123.904228862517697913000000000000000000,47125919.98788893542222039200,0,20000.000000000000,0
2021-04-09T03:00:00+00:00,3691049.552447628373789870000000000000000000,106861.662476388696587145000000000000000000,206878404.904110843471827513000000000000000000,48423501.78896513946929969200,0,20000.000000000000,0
2021-04-09T04:00:00+00:00,3774953.811850174515041370000000000000000000,102887.172604650599389445000000000000000000,206865798.198180007203771613000000000000000000,48416172.72536516769286399200,0,20000.000000000000,0
2021-04-09T05:00:00+00:00,3696594.463057193678573770000000000000000000,103585.722644687422103445000000000000000000,208191442.765552540245291713000000000000000000,47962188.95674557866550549200,0,20000.000000000000,0
2021-04-09T06:00:00+00:00,3697795.544612492326104770000000000000000000,100695.032378405826199245000000000000000000,208346851.608712947796253313000000000000000000,47921469.72229615406282759200,0,20000.000000000000,0
2021-04-09T07:00:00+00:00,3814342.692352091838716870000000000000000000,101924.351780478895909345000000000000000000,207739359.077348083166402613000000000000000000,48805485.78651934611119689200,0,20000.000000000000,0
2021-04-09T08:00:00+00:00,3637980.493157034459034870000000000000000000,102576.803254797661147545000000000000000000,207946717.175762419009971913000000000000000000,48982641.43582574888214599200,0,20000.000000000000,0
2021-04-09T09:00:00+00:00,3714655.579472468139363570000000000000000000,99237.399467160369398645000000000000000000,208019039.145018445521981813000000000000000000,49226983.78404192598223289200,0,20000.000000000000,0
2021-04-09T10:00:00+00:00,3559140.766358180404442770000000000000000000,104832.473658280941694545000000000000000000,208020546.418015507573763313000000000000000000,50151096.24996803109351909200,0,20000.000000000000,0
2021-04-09T11:00:00+00:00,4366403.200656408167350004000000000000000000,103630.270285693013384445000000000000000000,207132743.492945709933278779000000000000000000,50268118.94411218890028209200,0,20000.000000000000,0
2021-04-09T12:00:00+00:00,4267048.982203029066835604000000000000000000,108883.831830125392991145000000000000000000,208162861.088356252692547479000000000000000000,50470102.00561059286151309200,0,20000.000000000000,0
2021-04-09T13:00:00+00:00,4376601.556572291314080650000000000000000000,105735.709004534128682199000000000000000000,207951080.900796984175129879000000000000000000,50508977.74162619039642249200,0,20000.000000000000,0
2021-04-09T14:00:00+00:00,4247306.165939548594815950000000000000000000,104306.550646443181332899000000000000000000,208110904.950390872510657479000000000000000000,50499578.24102313572783729200,0,20000.000000000000,0
2021-04-09T15:00:00+00:00,4270652.717326753478425050000000000000000000,102931.871065974577105199000000000000000000,208117952.305605874003858179000000000000000000,50500559.01400139795483729200,0,20000.000000000000,0
2021-04-09T16:00:00+00:00,4420744.599309431030676450000000000000000000,101157.933268998924065299000000000000000000,207921530.054068982902431479000000000000000000,50540563.32135258715705249200,0,20000.000000000000,0
2021-04-09T17:00:00+00:00,4237149.909342421431419063000000000000000000,98014.250396471297129186000000000000000000,207743398.306552074222624979000000000000000000,50884433.44170903306305249200,0,20000.000000000000,0
2021-04-09T18:00:00+00:00,3887938.890752074109292163000000000000000000,95534.700817211034251286000000000000000000,208403642.198183307831283879000000000000000000,51101380.11824740703946809200,0,20000.000000000000,0
2021-04-09T19:00:00+00:00,3658206.981761256217917963000000000000000000,92621.277441012964173186000000000000000000,208743020.202579663806432479000000000000000000,51175647.44621806702581159200,0,20000.000000000000,0
2021-04-09T20:00:00+00:00,3655271.929948012831542563000000000000000000,92467.869803195553406586000000000000000000,208910117.963406062338432479000000000000000000,51179638.14484272929112269200,0,20000.000000000000,0
2021-04-09T21:00:00+00:00,3679725.771870392184859940000000000000000000,104291.518835808973034509000000000000000000,209099091.582533524555141179000000000000000000,53487387.03476027430094629200,0,20000.000000000000,0
2021-04-09T22:00:00+00:00,3536817.448677596744883740000000000000000000,100810.826998977281859409000000000000000000,208967630.219651369486089979000000000000000000,53476237.41267205650114879200,0,20000.000000000000,0
2021-04-09T23:00:00+00:00,3584779.187063647315699873000000000000000000,99443.141483227423093776000000000000000000,206478292.186746228814054379000000000000000000,53430981.39270689646113389200,0,20000.000000000000,0
2021-04-10T00:00:00+00:00,3556388.049997121305714632000000000000000000,98242.329174200778967817000000000000000000,206768803.680016342642129379000000000000000000,53468284.84881233528646359200,0,20000.000000000000,0
2021-04-10T01:00:00+00:00,3564517.583181782927300532000000000000000000,97987.831576222091146917000000000000000000,206911612.104135528133228879000000000000000000,53275151.38910646686159909200,0,20000.000000000000,0
2021-04-10T02:00:00+00:00,3677881.853697253389773232000000000000000000,94979.250093772657939917000000000000000000,201943085.774340982328980779000000000000000000,53133322.02986799163658149200,0,20000.000000000000,0
2021-04-10T03:00:00+00:00,632595.133526760861426832000000000000000000,93205.596802425971792217000000000000000000,204931226.066626186413980779000000000000000000,53202242.11104462676607559200,0,20000.000000000000,0
2021-04-10T04:00:00+00:00,559985.953106814998764999000000000000000000,93477.472776438262816250000000000000000000,205171708.837728396370450079000000000000000000,53209423.14438835038117439200,0,20000.000000000000,0
2021-04-10T05:00:00+00:00,586363.151768942484637150000000000000000000,91609.399644882144955299000000000000000000,204996026.750047213589804579000000000000000000,53461602.10653896179319169200,0,20000.000000000000,0
2021-04-10T06:00:00+00:00,588202.521007621795138050000000000000000000,90154.184577367842773699000000000000000000,205096664.483369637520603879000000000000000000,53459580.21904537285363019200,0,20000.000000000000,0
2021-04-10T07:00:00+00:00,571953.295279806113729950000000000000000000,88784.720948762915629299000000000000000000,204898591.448157249689946579000000000000000000,53587454.94361418129301409200,0,20000.000000000000,0
2021-04-10T08:00:00+00:00,573507.164127536647691150000000000000000000,87675.474360842455502599000000000000000000,205043119.865948270017946579000000000000000000,53587481.90356335089093579200,0,20000.000000000000,0
2021-04-10T09:00:00+00:00,580967.825024193756507350000000000000000000,94356.344332490251703999000000000000000000,206550034.338177001744157179000000000000000000,53776425.90046631426046879200,0,20000.000000000000,0
2021-04-10T10:00:00+00:00,978439.972792687648522150000000000000000000,103241.380346586451266499000000000000000000,206301000.476740476668499179000000000000000000,56076602.57812024924539039200,0,20000.000000000000,0
2021-04-10T11:00:00+00:00,974847.416057002949386450000000000000000000,104669.340469542802041999000000000000000000,206209650.269132875983737779000000000000000000,56676117.38234057827888019200,0,20000.000000000000,0
2021-04-10T12:00:00+00:00,2520716.962230035068644250000000000000000000,110381.223743837910082399000000000000000000,206208971.014007975773758779000000000000000000,56395715.20801815126149629200,0,20000.000000000000,0
2021-04-10T13:00:00+00:00,1383784.183399737814769661000000000000000000,115384.114444214906530688000000000000000000,209519208.408474839013639379000000000000000000,57622757.70168120827873349200,0,20000.000000000000,0
2021-04-10T14:00:00+00:00,1479118.603783858413290761000000000000000000,120276.088089121127190588000000000000000000,208957688.675855800866967979000000000000000000,59332051.04027121960529349200,0,20000.000000000000,0
2021-04-10T15:00:00+00:00,3055335.256479991843355961000000000000000000,124220.081852778767212088000000000000000000,209939611.738802586016967979000000000000000000,57809490.33086464338476409200,0,20000.000000000000,0
2021-04-10T16:00:00+00:00,1392022.966654338794901461000000000000000000,121515.345751542449694388000000000000000000,213043081.465398890263555079000000000000000000,56167837.63019522850420389200,0,20000.000000000000,0
2021-04-10T17:00:00+00:00,1090711.826745677518939261000000000000000000,121277.160378217761601888000000000000000000,213927305.009250464156818879000000000000000000,55972163.41162564057514399200,0,20000.000000000000,0
2021-04-10T18:00:00+00:00,1260677.801520752295998061000000000000000000,123114.311716972554919388000000000000000000,213473642.229803952996643279000000000000000000,55963531.06495832216531149200,0,20000.000000000000,0
2021-04-10T19:00:00+00:00,1169678.091174917570447896000000000000000000,117650.493533018478809128000000000000000000,212328677.375804202235772904000000000000000000,55747959.44748786172741939200,0,20000.000000000000,0
2021-04-10T20:00:00+00:00,1122559.985945431582438696000000000000000000,116930.271711532575970928000000000000000000,212170887.983628543554116404000000000000000000,55743844.16671449229997799200,0,20000.000000000000,0
2021-04-10T21:00:00+00:00,1022904.388197396095969096000000000000000000,116246.906427321609448528000000000000000000,212474745.496144247736077904000000000000000000,55375325.61723103457100849200,0,20000.000000000000,0
2021-04-10T22:00:00+00:00,1009192.733261613852692696000000000000000000,113387.672752386801085428000000000000000000,212727738.779059580944077904000000000000000000,55417903.22292641841407089200,0,20000.000000000000,0
2021-04-10T23:00:00+00:00,1187857.574903784577667996000000000000000000,112749.063662957358700428000000000000000000,212817412.887193837481077904000000000000000000,55411202.88223942059486369200,0,20000.000000000000,0
2021-04-11T00:00:00+00:00,604953.664075397619455796000000000000000000,111377.504159380344952128000000000000000000,213759371.854080516401527104000000000000000000,55416449.38568470564726049200,0,20000.000000000000,0
2021-04-11T01:00:00+00:00,635479.251724110871160741000000000000000000,109922.595883509356089783000000000000000000,213522489.283199883806527104000000000000000000,55415261.27719249597908959200,0,20000.000000000000,0
2021-04-11T02:00:00+00:00,635778.458644421899430041000000000000000000,109328.859632322728030683000000000000000000,213565605.268049103745730604000000000000000000,55536439.82167415163992469200,0,20000.000000000000,0
2021-04-11T03:00:00+00:00,632584.205611014334036341000000000000000000,103276.395078644109240283000000000000000000,213617354.711052067897173404000000000000000000,55564992.09625827367293959200,0,20000.000000000000,0
2021-04-11T04:00:00+00:00,676624.710561194193338128000000000000000000,102577.810367780626013796000000000000000000,215367696.002980762454173404000000000000000000,53732518.88409026273986429200,0,20000.000000000000,0
2021-04-11T05:00:00+00:00,537380.029381481277796828000000000000000000,102298.796313059072914996000000000000000000,209494279.567624586393189304000000000000000000,53733129.14468087326981689200,0,20000.000000000000,0
2021-04-11T06:00:00+00:00,520280.763854742567891656000000000000000000,102247.611391572581823238000000000000000000,209655720.613651480012359034000000000000000000,53704838.54910220485123119200,0,20000.000000000000,0
2021-04-11T07:00:00+00:00,528055.714671682882802956000000000000000000,105273.070249382396645538000000000000000000,210697951.104495940951820834000000000000000000,53673790.64858299378182679200,0,20000.000000000000,0
2021-04-11T08:00:00+00:00,706603.074971900850592556000000000000000000,105936.097777270110269138000000000000000000,210741939.712077426836945034000000000000000000,53640691.65317340221582679200,0,20000.000000000000,0
2021-04-11T09:00:00+00:00,502556.383654653008402356000000000000000000,112081.992136861437508738000000000000000000,210880831.056520804664930434000000000000000000,55287701.10568768090185169200,0,20000.000000000000,0
2021-04-11T10:00:00+00:00,460284.919857291946195545000000000000000000,112273.691492448089109249000000000000000000,211026404.626856043375379734000000000000000000,55559307.29979421660099379200,0,20000.000000000000,0
2021-04-11T11:00:00+00:00,735009.453242485940852145000000000000000000,110699.806856204194562049000000000000000000,209998243.643583896678084734000000000000000000,56347107.63431741319860729200,0,20000.000000000000,0
2021-04-11T12:00:00+00:00,460096.304175117240397345000000000000000000,109809.806527965923334349000000000000000000,210337720.922332737480886734000000000000000000,56381933.50496417936760729200,0,20000.000000000000,0
2021-04-11T13:00:00+00:00,521651.492000304500873545000000000000000000,104277.961725170600839049000000000000000000,209925332.527182534985821234000000000000000000,56840298.55709198992460729200,0,20000.000000000000,0
2021-04-11T14:00:00+00:00,491487.073823523955772845000000000000000000,141294.495443146872019549000000000000000000,217687042.439405786606231134000000000000000000,56288336.52932754257817729200,0,20000.000000000000,0
2021-04-11T15:00:00+00:00,487563.611633497832574945000000000000000000,134675.669237506373959249000000000000000000,217712944.711650637044354534000000000000000000,56287486.54547835876131209200,0,20000.000000000000,0
2021-04-11T16:00:00+00:00,660973.057356205012351909000000000000000000,134204.130133714662135585000000000000000000,217780517.807110706992989634000000000000000000,56303175.54339937334366399200,0,20000.000000000000,0
2021-04-11T17:00:00+00:00,488469.729348312279561509000000000000000000,127567.709704800490575285000000000000000000,218253704.982907365208248334000000000000000000,56256628.11603952203267639200,0,20000.000000000000,0
2021-04-11T18:00:00+00:00,490349.383219726389688009000000000000000000,129899.085485127673981185000000000000000000,219015918.953255623913611534000000000000000000,56256628.11603952203267639200,0,20000.000000000000,0
2021-04-11T19:00:00+00:00,872572.639333737436565309000000000000000000,127685.442334093177002185000000000000000000,219394339.740262528601107234000000000000000000,56284670.21606964079448639200,0,20000.000000000000,0
2021-04-11T20:00:00+00:00,813600.430465084822294809000000000000000000,124802.139983180372222685000000000000000000,219346285.823949371507648034000000000000000000,56480859.90360236330755289200,0,20000.000000000000,0
2021-04-11T21:00:00+00:00,738763.974911749803398209000000000000000000,122972.545412593922817685000000000000000000,219256030.637491825782648034000000000000000000,56542781.14018383050085449200,0,20000.000000000000,0
2021-04-11T22:00:00+00:00,546064.885173311572223509000000000000000000,113322.719215966609332085000000000000000000,219330730.398173506717277734000000000000000000,56539430.29543721511104929200,0,20000.000000000000,0
2021-04-11T23:00:00+00:00,537068.948725538776132209000000000000000000,112664.865502423804642685000000000000000000,218817923.332951585462277734000000000000000000,56545391.15082045196742709200,0,20000.000000000000,0
2021-04-12T00:00:00+00:00,538455.549032352699416808000000000000000000,110740.535077101982883485000000000000000000,218816024.431994644529909634000000000000000000,56547827.78189590079826979200,0,20000.000000000000,0
2021-04-12T01:00:00+00:00,500528.580719155352505508000000000000000000,113439.963043919216234885000000000000000000,220256018.564647288366981934000000000000000000,56547466.53958963707437929200,0,20000.000000000000,0
2021-04-12T02:00:00+00:00,495214.288995116553299508000000000000000000,113768.526644672206545285000000000000000000,220569053.387361025747981934000000000000000000,56654417.44499918550237929200,0,20000.000000000000,0
2021-04-12T03:00:00+00:00,497087.069713667476585008000000000000000000,112187.723880881545452885000000000000000000,220704054.666478169043952734000000000000000000,56584124.18792728194430499200,0,20000.000000000000,0
2021-04-12T04:00:00+00:00,831407.584770725877839408000000000000000000,120063.636806145926559485000000000000000000,220721109.073094288915106534000000000000000000,58005873.35332883929033249200,0,20000.000000000000,0
2021-04-12T05:00:00+00:00,869029.505993321945250008000000000000000000,120784.510771576723962185000000000000000000,221161183.427660785563762334000000000000000000,58012656.20357431577749519200,0,20000.000000000000,0
2021-04-12T06:00:00+00:00,545870.041425506059968708000000000000000000,118771.673432268322964885000000000000000000,221500639.979477004933762334000000000000000000,58021371.95366522069349519200,0,20000.000000000000,0
2021-04-12T07:00:00+00:00,623490.017544588178150208000000000000000000,117584.701718589421402685000000000000000000,222121981.086147113787762334000000000000000000,57979596.84258970862345299200,0,20000.000000000000,0
2021-04-12T08:00:00+00:00,880923.623471901911191459000000000000000000,119645.683865270461596834000000000000000000,222332939.257283018873758034000000000000000000,58470164.08337980876415219200,0,20000.000000000000,0
2021-04-12T09:00:00+00:00,517233.166629202739643959000000000000000000,14120326.466236512605632134000000000000000000,222624820.216008926502897634000000000000000000,58812292.79912535816281829200,0,20000.000000000000,0
2021-04-12T10:00:00+00:00,1691640.448749546598946659000000000000000000,177907.840820014496578034000000000000000000,235497760.699125592245348434000000000000000000,58397363.65930484666975569200,0,20000.000000000000,0
2021-04-12T11:00:00+00:00,507680.943768248361353259000000000000000000,170949.340806058500576334000000000000000000,235673079.687712317267305834000000000000000000,59417962.67571337588139339200,0,20000.000000000000,0
2021-04-12T12:00:00+00:00,530114.937043310357860759000000000000000000,173663.174699172104955434000000000000000000,236610583.952329242324305834000000000000000000,59537309.58392827522298929200,0,20000.000000000000,0
2021-04-12T13:00:00+00:00,491536.446995185284140824000000000000000000,175761.321930670793491269000000000000000000,237355648.706413500761855534000000000000000000,60325412.17266064317143469200,0,20000.000000000000,0
2021-04-12T14:00:00+00:00,510927.067009890960421761000000000000000000,166931.167625937177154732000000000000000000,237585952.273385526237782634000000000000000000,60189248.13997864563604079200,0,20000.000000000000,0
2021-04-12T15:00:00+00:00,523150.982088805570366861000000000000000000,165619.095149251833010632000000000000000000,237542373.324873772511782634000000000000000000,59864590.24588817009604079200,0,20000.000000000000,0
2021-04-12T16:00:00+00:00,504189.765921855635631661000000000000000000,167825.134066195737875432000000000000000000,237546401.842209966275894734000000000000000000,60404316.90580198236171949200,0,20000.000000000000,0
2021-04-12T17:00:00+00:00,479811.521065843563838761000000000000000000,167364.655361686171633832000000000000000000,237763556.113793898472770934000000000000000000,60470791.35777857180304199200,0,20000.000000000000,0
2021-04-12T18:00:00+00:00,479892.528524115474143061000000000000000000,169396.320575623278878832000000000000000000,238496342.329266415669770934000000000000000000,60470892.46963384558825389200,0,20000.000000000000,0
2021-04-12T19:00:00+00:00,503336.859305853486179861000000000000000000,187201.342629574445477132000000000000000000,243347642.050780470433187434000000000000000000,60295343.39528410164669979200,0,20000.000000000000,0
2021-04-12T20:00:00+00:00,609620.730144101354483083000000000000000000,186921.727401002526747710000000000000000000,244243878.915373156188059234000000000000000000,60463102.27508173994217449200,0,20000.000000000000,0
2021-04-12T21:00:00+00:00,703608.930583268611076483000000000000000000,226381.538038331605782610000000000000000000,253155253.704703605511059234000000000000000000,60318279.47467479428187459200,0,20000.000000000000,0
2021-04-12T22:00:00+00:00,1282291.208720996597428883000000000000000000,230505.956527721993854210000000000000000000,254259885.124954568054169734000000000000000000,60437838.35779671336465859200,0,20000.000000000000,0
2021-04-12T23:00:00+00:00,491881.934752801467345102000000000000000000,223144.239542410856132791000000000000000000,255596730.320787539025714534000000000000000000,60440164.15291724866124239200,0,20000.000000000000,0
2021-04-13T00:00:00+00:00,494974.836076605323403302000000000000000000,220852.934252405388830891000000000000000000,255801228.724753740636505534000000000000000000,60440164.15291724866124239200,0,20000.000000000000,0
2021-04-13T01:00:00+00:00,683593.739420377940096502000000000000000000,217617.098166865605652491000000000000000000,256180428.386690034172608434000000000000000000,61354339.13372272225140089200,0,20000.000000000000,0
2021-04-13T02:00:00+00:00,722430.797158081966603904000000000000000000,213138.387464956451848189000000000000000000,263122442.691218027813608434000000000000000000,61267966.48215893373755349200,0,20000.000000000000,0
